,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
795,795,795,795,796,0,2,"Otter, Mr. Richard",0,0.7407108753870755,-0.4745451962498395,-0.4736736092984604,28213,-0.3866707201133388,,S
796,796,796,796,797,1,1,"Leader, Dr. Alice (Farnham)",1,1.5092093085999871,-0.4745451962498395,-0.4736736092984604,17465,-0.1263453225405672,D17,S
797,797,797,797,798,1,3,"Osman, Mrs. Mara",1,0.125912128816746,-0.4745451962498395,-0.4736736092984604,349244,-0.4735861242916626,,S
798,798,798,798,799,0,3,"Ibrahim Shawah, Mr. Yousseff",0,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,2685,-0.5028639729296732,,C
800,800,800,800,801,0,2,"Ponesell, Mr. Martin",0,0.3564616587806195,-0.4745451962498395,-0.4736736092984604,250647,-0.3866707201133388,,S
804,804,804,804,805,1,3,"Hedman, Mr. Oskar Arvid",0,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,347089,-0.5079822104125026,,S
805,805,805,805,806,0,3,"Johansson, Mr. Karl Johan",0,0.125912128816746,-0.4745451962498395,-0.4736736092984604,347063,-0.4918744606632361,,S
806,806,806,806,807,0,1,"Andrews, Mr. Thomas Jr",0,0.7407108753870755,-0.4745451962498395,-0.4736736092984604,112050,-0.6484216535389205,A36,S
807,807,807,807,808,0,3,"Pettersson, Miss. Ellen Natalia",1,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,347087,-0.4918744606632361,,S
808,808,808,808,809,0,2,"Meyer, Mr. August",0,0.7407108753870755,-0.4745451962498395,-0.4736736092984604,248723,-0.3866707201133388,,S
809,809,809,809,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,0.2796118154593283,0.4327933656785018,-0.4736736092984604,113806,0.4207302360686478,E8,S
810,810,810,810,811,0,3,"Alexander, Mr. William",0,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,3474,-0.4896093083547455,,S
811,811,811,811,812,0,3,"Lester, Mr. James",0,0.7407108753870755,-0.4745451962498395,-0.4736736092984604,A/4 48871,-0.1621689579829361,,S
812,812,812,812,813,0,2,"Slemen, Mr. Richard James",0,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,28206,-0.4370074380797968,,S
814,814,814,814,815,0,3,"Tomlin, Mr. Ernest Portage",0,0.0874872071561004,-0.4745451962498395,-0.4736736092984604,364499,-0.4863374216869257,,S
815,815,815,815,816,0,1,"Fry, Mr. Richard",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,112058,-0.6484216535389205,B102,S
816,816,816,816,817,0,3,"Heininen, Miss. Wendla Maria",1,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,STON/O2. 3101290,-0.4888542575852486,,S
818,818,818,818,819,0,3,"Holm, Mr. John Fredrik Alexander",0,1.0481102486722402,-0.4745451962498395,-0.4736736092984604,C 7075,-0.5185529211854588,,S
821,821,821,821,822,1,3,"Lulic, Mr. Nikola",0,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,315098,-0.4740049257851434,,S
822,822,822,822,823,0,1,"Reuchlin, Jonkheer. John George",0,0.6638610320657843,-0.4745451962498395,-0.4736736092984604,19972,-0.6484216535389205,,S
825,825,825,825,826,0,3,"Flynn, Mr. John",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,368323,-0.5084855775921673,,Q
826,826,826,826,827,0,3,"Lam, Mr. Len",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,1601,0.489103606816847,,S
828,828,828,828,829,1,3,"McCormack, Mr. Thomas Joseph",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,367228,-0.4923778278429006,,Q
830,830,830,830,831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,-1.1036853643239128,0.4327933656785018,-0.4736736092984604,2659,-0.3573908580066095,,C
832,832,832,832,833,0,3,"Saad, Mr. Amin",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,2671,-0.5028639729296732,,C
833,833,833,833,834,0,3,"Augustsson, Mr. Albert",0,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,347468,-0.4902797934380587,,S
834,834,834,834,835,0,3,"Allum, Mr. Owen George",0,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,2223,-0.4813037498902798,,S
836,836,836,836,837,0,3,"Pasic, Mr. Jakob",0,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,315097,-0.4740049257851434,,S
837,837,837,837,838,0,3,"Sirota, Mr. Maurice",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,392092,-0.4863374216869257,,S
838,838,838,838,839,1,3,"Chip, Mr. Chang",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,1601,0.489103606816847,,S
839,839,839,839,840,1,1,"Marechal, Mr. Pierre",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,11774,-0.0504214440973992,C47,C
840,840,840,840,841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,SOTON/O2 3101287,-0.4888542575852486,,S
841,841,841,841,842,0,2,"Mudd, Mr. Thomas Charles",0,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,S.O./P.P. 3,-0.4370074380797968,,S
842,842,842,842,843,1,1,"Serepeca, Miss. Augusta",1,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,113798,-0.0242463507548411,,C
843,843,843,843,844,0,3,"Lemberopolous, Mr. Peter L",0,0.3948865804412651,-0.4745451962498395,-0.4736736092984604,2683,-0.5188046047752911,,C
844,844,844,844,845,0,3,"Culumovic, Mr. Jeso",0,-0.9499856776813304,-0.4745451962498395,-0.4736736092984604,315090,-0.4740049257851434,,S
845,845,845,845,846,0,3,"Abbing, Mr. Anthony",0,0.9712604053509488,-0.4745451962498395,-0.4736736092984604,C.A. 5547,-0.4964047652802172,,S
847,847,847,847,848,0,3,"Markoff, Mr. Marin",0,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,349213,-0.4894421904510968,,C
854,854,854,854,855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,1.1249600919935314,0.4327933656785018,-0.4736736092984604,244252,-0.1249197866877571,,S
857,857,857,857,858,1,1,"Daly, Mr. Peter Denis ",0,1.6629089952425695,-0.4745451962498395,-0.4736736092984604,113055,-0.1138457087351363,E17,S
859,859,859,859,860,0,3,"Razi, Mr. Raihed",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,2629,-0.5028639729296732,,C
860,860,860,860,861,0,3,"Hansen, Mr. Claus Peter",0,0.8944105620296577,1.340131927606843,-0.4736736092984604,350026,-0.3643554463044486,,S
861,861,861,861,862,0,2,"Giles, Mr. Frederick Edward",0,-0.6425863043961658,0.4327933656785018,-0.4736736092984604,28134,-0.4168727508932136,,S
862,862,862,862,863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1.432359465278696,-0.4745451962498395,-0.4736736092984604,17466,-0.1263453225405672,D17,S
864,864,864,864,865,0,2,"Gill, Mr. John William",0,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,233866,-0.3866707201133388,,S
865,865,865,865,866,1,2,"Bystrom, Mrs. (Karolina)",1,0.9712604053509488,-0.4745451962498395,-0.4736736092984604,236852,-0.3866707201133388,,S
866,866,866,866,867,1,2,"Duran y More, Miss. Asuncion",1,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,SC/PARIS 2149,-0.3693891181010945,,C
867,867,867,867,868,0,1,"Roebling, Mr. Washington Augustus II",0,0.125912128816746,-0.4745451962498395,-0.4736736092984604,PC 17590,0.3682954836973478,A24,S
868,868,868,868,869,0,3,"van Melkebeke, Mr. Philemon",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,345777,-0.45714212526638,,S
870,870,870,870,871,0,3,"Balkic, Mr. Cerin",0,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,349248,-0.4894421904510968,,S
872,872,872,872,873,0,1,"Carlsson, Mr. Frans Olof",0,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,695,-0.5477482176060045,B51 B53 B55,S
873,873,873,873,874,0,3,"Vander Cruyssen, Mr. Victor",0,1.3555096219574048,-0.4745451962498395,-0.4736736092984604,345765,-0.4672094688596716,,S
874,874,874,874,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,P/PP 3381,-0.1651891610609235,,C
875,875,875,875,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,-1.1036853643239128,-0.4745451962498395,-0.4736736092984604,2667,-0.5029485386158568,,C
876,876,876,876,877,0,3,"Gustafsson, Mr. Alfred Ossian",0,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,7534,-0.4501795504372595,,S
877,877,877,877,878,0,3,"Petroff, Mr. Nedelio",0,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,349212,-0.4894421904510968,,S
878,878,878,878,879,0,3,"Laleff, Mr. Kristo",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,349217,-0.4894421904510968,,S
881,881,881,881,882,0,3,"Markun, Mr. Johann",0,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,349257,-0.4894421904510968,,S
882,882,882,882,883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,7552,-0.4366711888037809,,S
883,883,883,883,884,0,2,"Banfield, Mr. Frederick James",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,C.A./SOTON 34068,-0.4370074380797968,,S
884,884,884,884,885,0,3,"Sutehall, Mr. Henry Jr",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,SOTON/OQ 392076,-0.5064721088735089,,S
886,886,886,886,887,0,2,"Montvila, Rev. Juozas",0,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,211536,-0.3866707201133388,,S
887,887,887,887,888,1,1,"Graham, Miss. Margaret Edith",1,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,112053,-0.0443810379414243,B42,S
889,889,889,889,890,1,1,"Behr, Mr. Karl Howell",0,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,111369,-0.0443810379414243,C148,C
890,890,890,890,891,0,3,"Dooley, Mr. Patrick",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,370376,-0.4923778278429006,,Q
